# ENERGY DEMAND GROUP 39
# Household in Rotterdam with an annual energy consumption of 8.51e+09 J.
#
# time [s], power [W]
190800, 21.474517
191700, 21.099930
192600, 20.853381
193500, 21.227006
194400, 41.058676
195300, 40.342477
196200, 39.871082
197100, 40.585444
198000, 153.664852
198900, 150.984429
199800, 149.220202
200700, 151.893748
201600, 266.435168
202500, 261.787657
203400, 258.728715
204300, 263.364300
205200, 301.859872
206100, 296.594437
207000, 293.128783
207900, 298.380707
208800, 357.976924
209700, 351.732623
210600, 347.622689
211500, 353.850968
212400, 360.209679
213300, 353.926431
214200, 349.790863
215100, 356.057988
216000, 406.780731
216900, 399.685130
217800, 395.014879
218700, 402.092274
219600, 418.317264
220500, 411.020427
221400, 406.217726
222300, 413.495839
223200, 354.207000
224100, 348.028459
225000, 343.961808
225900, 350.124495
226800, 322.465994
227700, 316.841121
228600, 313.138888
229500, 318.749328
230400, 326.056277
231300, 320.368777
232200, 316.625325
233100, 322.298231
234000, 316.590712
234900, 311.068323
235800, 307.433545
236700, 312.941764
237600, 363.700191
238500, 357.356057
239400, 353.180414
240300, 359.508270
241200, 367.850241
242100, 361.433716
243000, 357.210427
243900, 363.610487
244800, 404.874985
245700, 397.812627
246600, 393.164256
247500, 400.208493
248400, 374.987141
249300, 368.446125
250200, 364.140897
251100, 370.665129
252000, 263.873778
252900, 259.270946
253800, 256.241411
254700, 260.832432
255600, 144.118153
256500, 141.604256
257400, 139.949635
258300, 142.457082
259200, 20.850689
260100, 20.486984
261000, 20.247597
261900, 20.610369
262800, 22.232459
263700, 21.844651
264600, 21.589400
265500, 21.976213
266400, 21.533113
267300, 21.157505
268200, 20.910283
269100, 21.284928
270000, 21.989542
270900, 21.605972
271800, 21.353510
272700, 21.736096
273600, 22.034306
274500, 21.649955
275400, 21.396979
276300, 21.780344
277200, 23.972146
278100, 23.553993
279000, 23.278769
279900, 23.695849
280800, 45.834074
281700, 45.034576
282600, 44.508355
283500, 45.305802
284400, 171.537100
285300, 168.544926
286200, 166.575508
287100, 169.560005
288000, 297.423357
288900, 292.235310
289800, 288.820592
290700, 293.995327
291600, 336.968191
292500, 331.090351
293400, 327.221619
294300, 333.084376
295200, 399.612031
296100, 392.641476
297000, 388.053530
297900, 395.006199
298800, 402.104470
299700, 395.090438
300600, 390.473876
301500, 397.469910
302400, 454.092047
303300, 446.171180
304200, 440.957748
305100, 448.858291
306000, 466.970356
306900, 458.824848
307800, 453.463561
308700, 461.588167
309600, 395.403640
310500, 388.506493
311400, 383.966863
312300, 390.846312
313200, 359.970943
314100, 353.691859
315000, 349.559032
315900, 355.822004
316800, 363.978800
317700, 357.629806
318600, 353.450965
319500, 359.783668
320400, 353.412327
321300, 347.247647
322200, 343.190119
323100, 349.338981
324000, 406.000952
324900, 398.918953
325800, 394.257655
326700, 401.321483
327600, 410.633681
328500, 403.470871
329400, 398.756386
330300, 405.900816
331200, 451.964650
332100, 444.080892
333000, 438.891885
333900, 446.755414
334800, 418.600649
335700, 411.298870
336600, 406.492915
337500, 413.775959
338400, 294.564061
339300, 289.425889
340200, 286.043999
341100, 291.168986
342000, 160.880057
342900, 158.073777
343800, 156.226713
344700, 159.025792
345600, 25.349067
346500, 24.906895
347400, 24.615862
348300, 25.056899
349200, 27.028943
350100, 26.557468
351000, 26.247149
351900, 26.717413
352800, 26.178719
353700, 25.722075
354600, 25.421517
355500, 25.876989
356400, 26.733619
357300, 26.267296
358200, 25.960367
359100, 26.425493
360000, 26.788040
360900, 26.320768
361800, 26.013214
362700, 26.479287
363600, 29.143954
364500, 28.635587
365400, 28.300986
366300, 28.808048
367200, 55.722427
368100, 54.750444
369000, 54.110694
369900, 55.080184
370800, 208.544924
371700, 204.907211
372600, 202.512907
373500, 206.141286
374400, 361.590183
375300, 355.282855
376200, 351.131437
377100, 357.422582
378000, 409.666514
378900, 402.520575
379800, 397.817193
380700, 404.944796
381600, 485.825286
382500, 477.350887
383400, 471.773126
384300, 480.225781
385200, 488.855450
386100, 480.328194
387000, 474.715644
387900, 483.221019
388800, 552.058950
389700, 542.429217
390600, 536.091027
391500, 545.696051
392400, 567.715656
393300, 557.812818
394200, 551.294874
395100, 561.172302
396000, 480.708966
396900, 472.323812
397800, 466.804792
398700, 475.168430
399600, 437.631935
400500, 429.998187
401400, 424.973734
402300, 432.587894
403200, 442.504457
404100, 434.785715
405000, 429.705321
405900, 437.404256
406800, 429.658347
407700, 422.163684
408600, 417.230776
409500, 424.706208
410400, 493.592568
411300, 484.982681
412200, 479.315744
413100, 487.903539
414000, 499.224773
414900, 490.516642
415800, 484.785042
416700, 493.470828
417600, 549.472584
418500, 539.887965
419400, 533.579470
420300, 543.139495
421200, 508.910554
422100, 500.033471
423000, 494.190669
423900, 503.044973
424800, 358.114015
425700, 351.867323
426600, 347.755815
427500, 353.986479
428400, 195.588705
429300, 192.176991
430200, 189.931437
431100, 193.334397
432000, 40.737578
432900, 40.026980
433800, 39.559272
434700, 40.268047
435600, 43.437247
436500, 42.679557
437400, 42.180854
438300, 42.936599
439200, 42.070882
440100, 41.337027
441000, 40.854011
441900, 41.585983
442800, 42.962642
443700, 42.213232
444600, 41.719977
445500, 42.467465
446400, 43.050101
447300, 42.299164
448200, 41.804906
449100, 42.553915
450000, 46.836207
450900, 46.019228
451800, 45.481502
452700, 46.296384
453600, 89.549519
454500, 87.987479
455400, 86.959361
456300, 88.517393
457200, 335.145087
458100, 329.299048
459000, 325.451247
459900, 331.282285
460800, 581.098647
461700, 570.962365
462600, 564.290771
463500, 574.401044
464400, 658.360398
465300, 646.876415
466200, 639.317779
467100, 650.772294
468000, 780.752437
468900, 767.133532
469800, 758.169712
470700, 771.753671
471600, 785.622104
472500, 771.918256
473400, 762.898528
474300, 776.567212
475200, 887.194189
476100, 871.718588
477000, 861.532710
477900, 876.968601
478800, 912.355521
479700, 896.441023
480600, 885.966268
481500, 901.839930
482400, 772.530182
483300, 759.054701
484200, 750.185281
485100, 763.626185
486000, 703.302626
486900, 691.034702
487800, 682.960084
488700, 695.196528
489600, 711.133081
490500, 698.728568
491400, 690.564049
492300, 702.936732
493200, 690.488558
494100, 678.444154
495000, 670.516654
495900, 682.530152
496800, 793.234957
497700, 779.398316
498600, 770.291185
499500, 784.092322
500400, 802.286272
501300, 788.291746
502200, 779.080697
503100, 793.039313
504000, 883.037732
504900, 867.634634
505800, 857.496477
506700, 872.860051
507600, 817.851945
508500, 803.585902
509400, 794.196143
510300, 808.425580
511200, 575.512222
512100, 565.473386
513000, 558.865929
513900, 568.879006
514800, 314.323611
515700, 308.840767
516600, 305.232018
517500, 310.700792
518400, 43.885784
519300, 43.120271
520200, 42.616418
521100, 43.379967
522000, 46.794083
522900, 45.977839
523800, 45.440596
524700, 46.254746
525600, 45.322126
526500, 44.531558
527400, 44.011215
528300, 44.799754
529200, 46.282801
530100, 45.475476
531000, 44.944103
531900, 45.749356
532800, 46.377018
533700, 45.568050
534600, 45.035595
535500, 45.842488
536400, 50.455715
537300, 49.575600
538200, 48.996318
539100, 49.874174
540000, 96.469918
540900, 94.787164
541800, 93.679592
542700, 95.358029
543600, 361.045144
544500, 354.747323
545400, 350.602163
546300, 356.883825
547200, 626.006029
548100, 615.086413
549000, 607.899237
549900, 618.790833
550800, 709.238578
551700, 696.867112
552600, 688.724343
553500, 701.064064
554400, 841.089090
555300, 826.417714
556200, 816.761169
557100, 831.394899
558000, 846.335086
558900, 831.572203
559800, 821.855429
560700, 836.580431
561600, 955.756675
562500, 939.085117
563400, 928.112074
564300, 944.740853
565200, 982.862478
566100, 965.718106
567000, 954.433861
567900, 971.534241
568800, 832.231418
569700, 817.714550
570600, 808.159700
571500, 822.639319
572400, 757.653947
573300, 744.437956
574200, 735.739331
575100, 748.921409
576000, 766.089541
576900, 752.726406
577800, 743.930931
578700, 757.259777
579600, 743.849606
580500, 730.874409
581400, 722.334271
582300, 735.276174
583200, 854.536261
584100, 839.630323
585000, 829.819391
585900, 844.687082
586800, 864.287063
587700, 849.211038
588600, 839.288158
589500, 854.325498
590400, 951.279007
591300, 934.685555
592200, 923.763920
593100, 940.314793
594000, 881.055653
594900, 865.687129
595800, 855.571728
596700, 870.900817
597600, 619.987884
598500, 609.173245
599400, 602.055163
600300, 612.842052
601200, 338.614581
602100, 332.708023
603000, 328.820389
603900, 334.711791
604800, 18.930369
605700, 18.600160
606600, 18.382821
607500, 18.712182
608400, 20.184879
609300, 19.832788
610200, 19.601045
611100, 19.952233
612000, 19.549942
612900, 19.208927
613800, 18.984474
614700, 19.324614
615600, 19.964335
616500, 19.616091
617400, 19.386880
618300, 19.734231
619200, 20.004976
620100, 19.656023
621000, 19.426346
621900, 19.774403
622800, 21.764344
623700, 21.384701
624600, 21.134825
625500, 21.513493
626400, 41.612817
627300, 40.886952
628200, 40.409195
629100, 41.133198
630000, 155.738762
630900, 153.022163
631800, 151.234126
632700, 153.943754
633600, 270.031062
634500, 265.320828
635400, 262.220601
636300, 266.918749
637200, 305.933869
638100, 300.597371
639000, 297.084944
639900, 302.407749
640800, 362.808296
641700, 356.479719
642600, 352.314317
643500, 358.626654
644400, 365.071184
645300, 358.703136
646200, 354.511753
647100, 360.863461
648000, 412.270774
648900, 405.079409
649800, 400.346127
650700, 407.519040
651600, 423.963008
652500, 416.567691
653400, 411.700171
654300, 419.076512
655200, 358.987492
656100, 352.725563
657000, 348.604027
657900, 354.849888
658800, 326.818099
659700, 321.117310
660600, 317.365111
661500, 323.051272
662400, 330.456838
663300, 324.692578
664200, 320.898602
665100, 326.648071
666000, 320.863522
666900, 315.266601
667800, 311.582767
668700, 317.165326
669600, 368.608805
670500, 362.179049
671400, 357.947051
672300, 364.360309
673200, 372.814866
674100, 366.311742
675000, 362.031454
675900, 368.517891
676800, 410.339308
677700, 403.181634
678600, 398.470528
679500, 405.609836
680400, 380.048088
681300, 373.418792
682200, 369.055459
683100, 375.667744
684000, 267.435103
684900, 262.770151
685800, 259.699728
686700, 264.352710
687600, 146.063218
688500, 143.515393
689400, 141.838441
690300, 144.379729
691200, 20.314122
692100, 19.959777
693000, 19.726550
693900, 20.079986
694800, 21.660333
695700, 21.282506
696600, 21.033823
697500, 21.410682
698400, 20.978985
699300, 20.613042
700200, 20.372182
701100, 20.737186
702000, 21.423668
702900, 21.049968
703800, 20.804003
704700, 21.176744
705600, 21.467280
706500, 21.092820
707400, 20.846354
708300, 21.219853
709200, 23.355252
710100, 22.947859
711000, 22.679718
711900, 23.086065
712800, 44.654590
713700, 43.875666
714600, 43.362987
715500, 44.139912
716400, 167.122802
717300, 164.207627
718200, 162.288890
719100, 165.196584
720000, 289.769529
720900, 284.714990
721800, 281.388145
722700, 286.429715
723600, 328.296724
724500, 322.570143
725400, 318.800968
726300, 324.512855
727200, 389.328501
728100, 382.537325
729000, 378.067444
729900, 384.841195
730800, 391.756800
731700, 384.923266
732600, 380.425506
733500, 387.241506
734400, 442.406540
735300, 434.689507
736200, 429.610237
737100, 437.307468
738000, 454.953441
738900, 447.017549
739800, 441.794227
740700, 449.709757
741600, 385.228408
742500, 378.508750
743400, 374.085943
744300, 380.788358
745200, 350.707528
746100, 344.590029
747000, 340.563556
747900, 346.665358
748800, 354.612248
749700, 348.426638
750600, 344.355334
751500, 350.525072
752400, 344.317690
753300, 338.311651
754200, 334.358539
755100, 340.349167
756000, 395.553011
756900, 388.653258
757800, 384.111914
758700, 390.993962
759600, 400.066522
760500, 393.088039
761400, 388.494875
762300, 395.455452
763200, 440.333889
764100, 432.653010
765000, 427.597536
765900, 435.258707
766800, 407.828471
767700, 400.714593
768600, 396.032314
769500, 403.127938
770400, 286.983813
771300, 281.977866
772200, 278.683004
773100, 283.676106
774000, 156.740004
774900, 154.005940
775800, 152.206408
776700, 154.933457
777600, 17.729386
778500, 17.420126
779400, 17.216575
780300, 17.525041
781200, 18.904307
782100, 18.574554
783000, 18.357513
783900, 18.686421
784800, 18.309652
785700, 17.990271
786600, 17.780058
787500, 18.098620
788400, 18.697755
789300, 18.371604
790200, 18.156935
791100, 18.482249
792000, 18.735818
792900, 18.409003
793800, 18.193897
794700, 18.519873
795600, 20.383567
796500, 20.028010
797400, 19.793987
798300, 20.148631
799200, 38.972811
800100, 38.292997
801000, 37.845550
801900, 38.523620
802800, 145.858363
803700, 143.314111
804600, 141.639511
805500, 144.177235
806400, 252.899717
807300, 248.488309
808200, 245.584767
809100, 249.984855
810000, 286.524773
810900, 281.526834
811800, 278.237242
812700, 283.222357
813600, 339.790965
814500, 333.863887
815400, 329.962746
816300, 335.874616
817200, 341.910291
818100, 335.946245
819000, 332.020772
819900, 337.969515
820800, 386.115438
821700, 379.380308
822600, 374.947316
823500, 381.665165
824400, 397.065892
825300, 390.139750
826200, 385.581036
827100, 392.489406
828000, 336.212561
828900, 330.347902
829800, 326.487845
830700, 332.337455
831600, 306.084063
832500, 300.744944
833400, 297.230793
834300, 302.556211
835200, 309.491952
836100, 304.093389
837000, 300.540111
837900, 305.924822
838800, 300.507257
839700, 295.265417
840600, 291.815292
841500, 297.043683
842400, 345.223478
843300, 339.201639
844200, 335.238128
845100, 341.244515
846000, 349.162697
846900, 343.072145
847800, 339.063408
848700, 345.138332
849600, 384.306509
850500, 377.602932
851400, 373.190709
852300, 379.877084
853200, 355.937028
854100, 349.728309
855000, 345.641795
855900, 351.834583
856800, 250.468451
857700, 246.099453
858600, 243.223824
859500, 247.581611
860400, 136.796657
861300, 134.410470
862200, 132.839908
863100, 135.219971
864000, 19.791432
864900, 19.446204
865800, 19.218978
866700, 19.563320
867600, 21.103004
868500, 20.734898
869400, 20.492615
870300, 20.859776
871200, 20.439187
872100, 20.082660
873000, 19.847998
873900, 20.203610
874800, 20.872429
875700, 20.508344
876600, 20.268708
877500, 20.631858
878400, 20.914918
879300, 20.550093
880200, 20.309969
881100, 20.673858
882000, 22.754312
882900, 22.357402
883800, 22.096160
884700, 22.492052
885600, 43.505610
886500, 42.746728
887400, 42.247240
888300, 43.004174
889200, 162.822665
890100, 159.982499
891000, 158.113132
891900, 160.946010
892800, 282.313643
893700, 277.389159
894600, 274.147916
895500, 279.059763
896400, 319.849518
897300, 314.270285
898200, 310.598092
899100, 316.163009
900000, 379.310923
900900, 372.694486
901800, 368.339617
902700, 374.939077
903600, 381.676741
904500, 375.019037
905400, 370.637006
906300, 377.277627
907200, 431.023243
908100, 423.504772
909000, 418.556194
909900, 426.055372
910800, 443.247307
911700, 435.515608
912600, 430.426685
913500, 438.138545
914400, 375.316327
915300, 368.769569
916200, 364.460562
917100, 370.990521
918000, 341.683683
918900, 335.723590
919800, 331.800719
920700, 337.745519
921600, 345.487933
922500, 339.461481
923400, 335.494934
924300, 341.505922
925200, 335.458258
926100, 329.606757
927000, 325.755360
927900, 331.591847
928800, 385.375274
929700, 378.653055
930600, 374.228561
931500, 380.933531
932400, 389.772651
933300, 382.973727
934200, 378.498746
935100, 385.280225
936000, 429.003922
936900, 421.520675
937800, 416.595281
938700, 424.059326
939600, 397.334881
940500, 390.404047
941400, 385.842244
942300, 392.755295
943200, 279.599604
944100, 274.722463
945000, 271.512379
945900, 276.377006
946800, 152.707021
947700, 150.043306
948600, 148.290076
949500, 150.946957
950400, 24.061282
951300, 23.641574
952200, 23.365326
953100, 23.783958
954000, 25.655817
954900, 25.208295
955800, 24.913740
956700, 25.360114
957600, 24.848786
958500, 24.415341
959400, 24.130052
960300, 24.562385
961200, 25.375496
962100, 24.932864
963000, 24.641528
963900, 25.083024
964800, 25.427153
965700, 24.983619
966600, 24.691690
967500, 25.134085
968400, 27.663382
969300, 27.180841
970200, 26.863238
971100, 27.344541
972000, 52.891614
972900, 51.969009
973800, 51.361761
974700, 52.281998
975600, 197.950416
976500, 194.497506
977400, 192.224837
978300, 195.668887
979200, 343.220663
980100, 337.233760
981000, 333.293243
981900, 339.264784
982800, 388.854618
983700, 382.071707
984600, 377.607267
985500, 384.372773
986400, 461.144369
987300, 453.100486
988200, 447.806087
989100, 455.829330
990000, 464.020594
990900, 455.926540
991800, 450.599119
992700, 458.672404
993600, 524.013228
994500, 514.872704
995400, 508.856507
996300, 517.973577
997200, 538.874541
998100, 529.474787
999000, 523.287968
999900, 532.663602
1000800, 456.287969
1001700, 448.328797
1002600, 443.090155
1003500, 451.028903
1004400, 415.399338
1005300, 408.153400
1006200, 403.384200
1007100, 410.611545
1008000, 420.024326
1008900, 412.697713
1009800, 407.875413
1010700, 415.183226
1011600, 407.830825
1012500, 400.716906
1013400, 396.034600
1014300, 403.130265
1015200, 468.517057
1016100, 460.344570
1017000, 454.965525
1017900, 463.117042
1018800, 473.863134
1019700, 465.597394
1020600, 460.156971
1021500, 468.401502
1022400, 521.558254
1023300, 512.460554
1024200, 506.472543
1025100, 515.546899
1026000, 483.056858
1026900, 474.630749
1027800, 469.084773
1028700, 477.489261
1029600, 339.921092
1030500, 333.991744
1031400, 330.089109
1032300, 336.003243
1033200, 185.652399
1034100, 182.414007
1035000, 180.282532
1035900, 183.512614
1036800, 38.668026
1037700, 37.993528
1038600, 37.549580
1039500, 38.222348
1040400, 41.230546
1041300, 40.511349
1042200, 40.037981
1043100, 40.755332
1044000, 39.933596
1044900, 39.237022
1045800, 38.778544
1046700, 39.473331
1047600, 40.780052
1048500, 40.068713
1049400, 39.600517
1050300, 40.310031
1051200, 40.863067
1052100, 40.150280
1053000, 39.681132
1053900, 40.392090
1054800, 44.456832
1055700, 43.681357
1056600, 43.170948
1057500, 43.944433
1058400, 85.000221
1059300, 83.517536
1060200, 82.541648
1061100, 84.020528
1062000, 318.119032
1062900, 312.569984
1063800, 308.917659
1064700, 314.452468
1065600, 551.577648
1066500, 541.956310
1067400, 535.623646
1068300, 545.220297
1069200, 624.914344
1070100, 614.013772
1071000, 606.839129
1071900, 617.711732
1072800, 741.088617
1073700, 728.161581
1074600, 719.653142
1075500, 732.547008
1076400, 745.710896
1077300, 732.703232
1078200, 724.141724
1079100, 737.116011
1080000, 842.122911
1080900, 827.433502
1081800, 817.765088
1082700, 832.416804
1083600, 866.005996
1084500, 850.899987
1085400, 840.957371
1086300, 856.024619
1087200, 733.284070
1088100, 720.493171
1089000, 712.074336
1089900, 724.832414
1090800, 667.573415
1091700, 655.928727
1092600, 648.264316
1093500, 659.879124
1094400, 675.006067
1095300, 663.231729
1096200, 655.481984
1097100, 667.226109
1098000, 655.410328
1098900, 643.977804
1099800, 636.453037
1100700, 647.856226
1101600, 752.937001
1102500, 739.803289
1103400, 731.158819
1104300, 744.258829
1105200, 761.528490
1106100, 748.244915
1107000, 739.501805
1107900, 752.751296
1108800, 838.177611
1109700, 823.557022
1110600, 813.933903
1111500, 828.516977
1112400, 776.303395
1113300, 762.762096
1114200, 753.849356
1115100, 767.355908
1116000, 546.275025
1116900, 536.746182
1117800, 530.474398
1118700, 539.978790
1119600, 298.355329
1120500, 293.151025
1121400, 289.725607
1122300, 294.916557
1123200, 41.656296
1124100, 40.929673
1125000, 40.451417
1125900, 41.176176
1126800, 44.416848
1127700, 43.642071
1128600, 43.132121
1129500, 43.904910
1130400, 43.019669
1131300, 42.269264
1132200, 41.775355
1133100, 42.523835
1134000, 43.931540
1134900, 43.165229
1135800, 42.660851
1136700, 43.425196
1137600, 44.020971
1138500, 43.253100
1139400, 42.747695
1140300, 43.513596
1141200, 47.892461
1142100, 47.057059
1143000, 46.507205
1143900, 47.340464
1144800, 91.569049
1145700, 89.971782
1146600, 88.920478
1147500, 90.513646
1148400, 342.703313
1149300, 336.725434
1150200, 332.790857
1151100, 338.753397
1152000, 594.203643
1152900, 583.838767
1153800, 577.016714
1154700, 587.354995
1155600, 673.207809
1156500, 661.464838
1157400, 653.735739
1158300, 665.448577
1159200, 798.360045
1160100, 784.434006
1161000, 775.268033
1161900, 789.158339
1162800, 803.339534
1163700, 789.326636
1164600, 780.103494
1165500, 794.080435
1166400, 907.202283
1167300, 891.377674
1168200, 880.962084
1169100, 896.746087
1170000, 932.931056
1170900, 916.657653
1171800, 905.946670
1172700, 922.178316
1173600, 789.952362
1174500, 776.172980
1175400, 767.103536
1176300, 780.847560
1177200, 719.163578
1178100, 706.618987
1179000, 698.362269
1179900, 710.874671
1180800, 727.170627
1181700, 714.486366
1182600, 706.137719
1183500, 718.789433
1184400, 706.060526
1185300, 693.744495
1186200, 685.638214
1187100, 697.922642
1188000, 811.124073
1188900, 796.975387
1189800, 787.662870
1190700, 801.775252
1191600, 820.379514
1192500, 806.069382
1193400, 796.650604
1194300, 810.924017
1195200, 902.952090
1196100, 887.201619
1197000, 876.834825
1197900, 892.544880
1198800, 836.296226
1199700, 821.708454
1200600, 812.106936
1201500, 826.657276
1202400, 588.491232
1203300, 578.225999
1204200, 571.469531
1205100, 581.708424
1206000, 321.412269
1206900, 315.805776
1207800, 312.115641
1208700, 317.707748
1209600, 18.260407
1210500, 17.941885
1211400, 17.732238
1212300, 18.049942
1213200, 19.470519
1214100, 19.130889
1215000, 18.907348
1215900, 19.246107
1216800, 18.858054
1217700, 18.529107
1218600, 18.312598
1219500, 18.640700
1220400, 19.257780
1221300, 18.921861
1222200, 18.700762
1223100, 19.035820
1224000, 19.296983
1224900, 18.960380
1225800, 18.738831
1226700, 19.074571
1227600, 20.994086
1228500, 20.627879
1229400, 20.386846
1230300, 20.752113
1231200, 40.140105
1232100, 39.439929
1233000, 38.979081
1233900, 39.677460
1234800, 150.227039
1235700, 147.606583
1236600, 145.881826
1237500, 148.495558
1238400, 260.474441
1239300, 255.930905
1240200, 252.940398
1241100, 257.472275
1242000, 295.106618
1242900, 289.958983
1243800, 286.570863
1244700, 291.705290
1245600, 349.968212
1246500, 343.863609
1247400, 339.845623
1248300, 345.934562
1249200, 352.151015
1250100, 346.008336
1251000, 341.965290
1251900, 348.092207
1252800, 397.680172
1253700, 390.743315
1254600, 386.177548
1255500, 393.096606
1256400, 408.958608
1257300, 401.825018
1258200, 397.129763
1259100, 404.245050
1260000, 346.282629
1260900, 340.242315
1261800, 336.266643
1262700, 342.291458
1263600, 315.251737
1264500, 309.752704
1265400, 306.133299
1266300, 311.618222
1267200, 318.761698
1268100, 313.201440
1269000, 309.541737
1269900, 315.087727
1270800, 309.507898
1271700, 304.109057
1272600, 300.555596
1273500, 305.940584
1274400, 355.563437
1275300, 349.361234
1276200, 345.279010
1277100, 351.465298
1278000, 359.620641
1278900, 353.347668
1279800, 349.218863
1280700, 355.475740
1281600, 395.817063
1282500, 388.912704
1283400, 384.368328
1284300, 391.254970
1285200, 366.597873
1286100, 360.203194
1287000, 355.994283
1287900, 362.372554
1288800, 257.970355
1289700, 253.470499
1290600, 250.508741
1291500, 254.997050
1292400, 140.893921
1293300, 138.436265
1294200, 136.818661
1295100, 139.270011
1296000, 19.595189
1296900, 19.253384
1297800, 19.028411
1298700, 19.369339
1299600, 20.893756
1300500, 20.529300
1301400, 20.289419
1302300, 20.652940
1303200, 20.236521
1304100, 19.883530
1305000, 19.651194
1305900, 20.003280
1306800, 20.665467
1307700, 20.304993
1308600, 20.067733
1309500, 20.427282
1310400, 20.707535
1311300, 20.346327
1312200, 20.108584
1313100, 20.468865
1314000, 22.528691
1314900, 22.135716
1315800, 21.877064
1316700, 22.269030
1317600, 43.074227
1318500, 42.322870
1319400, 41.828335
1320300, 42.577764
1321200, 161.208188
1322100, 158.396184
1323000, 156.545353
1323900, 159.350141
1324800, 279.514347
1325700, 274.638692
1326600, 271.429587
1327500, 276.292731
1328400, 316.678033
1329300, 311.154121
1330200, 307.518340
1331100, 313.028078
1332000, 375.549845
1332900, 368.999014
1333800, 364.687326
1334700, 371.221348
1335600, 377.892205
1336500, 371.300515
1337400, 366.961934
1338300, 373.536710
1339200, 426.749408
1340100, 419.305487
1341000, 414.405977
1341900, 421.830797
1342800, 438.852264
1343700, 431.197230
1344600, 426.158766
1345500, 433.794159
1346400, 371.594858
1347300, 365.113014
1348200, 360.846733
